Kupovina,Održavanje,Vrata,Broj_osoba,Prtljažnik,Bezbednost,Klasa
visoka,vvisoka,5više,4,mali,niska,neprihv
visoka,vvisoka,5više,4,mali,srednja,neprihv
visoka,vvisoka,5više,4,mali,visoka,neprihv
visoka,vvisoka,5više,4,srednja,niska,neprihv
visoka,vvisoka,5više,4,srednja,srednja,neprihv
visoka,vvisoka,5više,4,srednja,visoka,neprihv
visoka,vvisoka,5više,4,veliki,niska,neprihv
visoka,vvisoka,5više,4,veliki,srednja,neprihv
visoka,vvisoka,5više,4,veliki,visoka,neprihv
visoka,vvisoka,5više,više,mali,niska,neprihv
visoka,vvisoka,5više,više,mali,srednja,neprihv
visoka,vvisoka,5više,više,mali,visoka,neprihv
visoka,vvisoka,5više,više,srednja,niska,neprihv
visoka,vvisoka,5više,više,srednja,srednja,neprihv
visoka,vvisoka,5više,više,srednja,visoka,neprihv
visoka,vvisoka,5više,više,veliki,niska,neprihv
visoka,vvisoka,5više,više,veliki,srednja,neprihv
visoka,vvisoka,5više,više,veliki,visoka,neprihv
visoka,visoka,2,2,mali,niska,neprihv
visoka,visoka,2,2,mali,srednja,neprihv
visoka,visoka,2,2,mali,visoka,neprihv
visoka,visoka,2,2,srednja,niska,neprihv
visoka,visoka,2,2,srednja,srednja,neprihv
visoka,visoka,2,2,srednja,visoka,neprihv
visoka,visoka,2,2,veliki,niska,neprihv
visoka,visoka,2,2,veliki,srednja,neprihv
visoka,visoka,2,2,veliki,visoka,neprihv
visoka,visoka,2,4,mali,niska,neprihv
visoka,visoka,2,4,mali,srednja,neprihv
visoka,visoka,2,4,mali,visoka,prihv
visoka,visoka,2,4,srednja,niska,neprihv
visoka,visoka,2,4,srednja,srednja,neprihv
visoka,visoka,2,4,srednja,visoka,prihv
visoka,visoka,2,4,veliki,niska,neprihv
visoka,visoka,2,4,veliki,srednja,prihv
visoka,visoka,2,4,veliki,visoka,prihv
visoka,visoka,2,više,mali,niska,neprihv
visoka,visoka,2,više,mali,srednja,neprihv
visoka,visoka,2,više,mali,visoka,neprihv
visoka,visoka,2,više,srednja,niska,neprihv
visoka,visoka,2,više,srednja,srednja,neprihv
visoka,visoka,2,više,srednja,visoka,prihv
visoka,visoka,2,više,veliki,niska,neprihv
visoka,visoka,2,više,veliki,srednja,prihv
visoka,visoka,2,više,veliki,visoka,prihv
visoka,visoka,3,2,mali,niska,neprihv
visoka,visoka,3,2,mali,srednja,neprihv
visoka,visoka,3,2,mali,visoka,neprihv
visoka,visoka,3,2,srednja,niska,neprihv
visoka,visoka,3,2,srednja,srednja,neprihv
visoka,visoka,3,2,srednja,visoka,neprihv
visoka,visoka,3,2,veliki,niska,neprihv
visoka,visoka,3,2,veliki,srednja,neprihv
visoka,visoka,3,2,veliki,visoka,neprihv
visoka,visoka,3,4,mali,niska,neprihv
visoka,visoka,3,4,mali,srednja,neprihv
visoka,visoka,3,4,mali,visoka,prihv
visoka,visoka,3,4,srednja,niska,neprihv
visoka,visoka,3,4,srednja,srednja,neprihv
visoka,visoka,3,4,srednja,visoka,prihv
visoka,visoka,3,4,veliki,niska,neprihv
visoka,visoka,3,4,veliki,srednja,prihv
visoka,visoka,3,4,veliki,visoka,prihv
visoka,visoka,3,više,mali,niska,neprihv
visoka,visoka,3,više,mali,srednja,neprihv
visoka,visoka,3,više,mali,visoka,prihv
visoka,visoka,3,više,srednja,niska,neprihv
visoka,visoka,3,više,srednja,srednja,prihv
visoka,visoka,3,više,srednja,visoka,prihv
visoka,visoka,3,više,veliki,niska,neprihv
visoka,visoka,3,više,veliki,srednja,prihv
visoka,visoka,3,više,veliki,visoka,prihv
visoka,visoka,4,2,mali,niska,neprihv
visoka,visoka,4,2,mali,srednja,neprihv
visoka,visoka,4,2,mali,visoka,neprihv
visoka,visoka,4,2,srednja,niska,neprihv
visoka,visoka,4,2,srednja,srednja,neprihv
visoka,visoka,4,2,srednja,visoka,neprihv
visoka,visoka,4,2,veliki,niska,neprihv
visoka,visoka,4,2,veliki,srednja,neprihv
visoka,visoka,4,2,veliki,visoka,neprihv
visoka,visoka,4,4,mali,niska,neprihv
visoka,visoka,4,4,mali,srednja,neprihv
visoka,visoka,4,4,mali,visoka,prihv
visoka,visoka,4,4,srednja,niska,neprihv
visoka,visoka,4,4,srednja,srednja,prihv
visoka,visoka,4,4,srednja,visoka,prihv
visoka,visoka,4,4,veliki,niska,neprihv
visoka,visoka,4,4,veliki,srednja,prihv
visoka,visoka,4,4,veliki,visoka,prihv
visoka,visoka,4,više,mali,niska,neprihv
visoka,visoka,4,više,mali,srednja,neprihv
visoka,visoka,4,više,mali,visoka,prihv
visoka,visoka,4,više,srednja,niska,neprihv
visoka,visoka,4,više,srednja,srednja,prihv
visoka,visoka,4,više,srednja,visoka,prihv
visoka,visoka,4,više,veliki,niska,neprihv
visoka,visoka,4,više,veliki,srednja,prihv
visoka,visoka,4,više,veliki,visoka,prihv
visoka,visoka,5više,2,mali,niska,neprihv
visoka,visoka,5više,2,mali,srednja,neprihv
visoka,visoka,5više,2,mali,visoka,neprihv
visoka,visoka,5više,2,srednja,niska,neprihv
visoka,visoka,5više,2,srednja,srednja,neprihv
visoka,visoka,5više,2,srednja,visoka,neprihv
visoka,visoka,5više,2,veliki,niska,neprihv
visoka,visoka,5više,2,veliki,srednja,neprihv
visoka,visoka,5više,2,veliki,visoka,neprihv
visoka,visoka,5više,4,mali,niska,neprihv
visoka,visoka,5više,4,mali,srednja,neprihv
visoka,visoka,5više,4,mali,visoka,prihv
visoka,visoka,5više,4,srednja,niska,neprihv
visoka,visoka,5više,4,srednja,srednja,prihv
visoka,visoka,5više,4,srednja,visoka,prihv
visoka,visoka,5više,4,veliki,niska,neprihv
visoka,visoka,5više,4,veliki,srednja,prihv
visoka,visoka,5više,4,veliki,visoka,prihv
visoka,visoka,5više,više,mali,niska,neprihv
visoka,visoka,5više,više,mali,srednja,neprihv
visoka,visoka,5više,više,mali,visoka,prihv
visoka,visoka,5više,više,srednja,niska,neprihv
visoka,visoka,5više,više,srednja,srednja,prihv
visoka,visoka,5više,više,srednja,visoka,prihv
visoka,visoka,5više,više,veliki,niska,neprihv
visoka,visoka,5više,više,veliki,srednja,prihv
visoka,visoka,5više,više,veliki,visoka,prihv
visoka,srednja,2,2,mali,niska,neprihv
visoka,srednja,2,2,mali,srednja,neprihv
visoka,srednja,2,2,mali,visoka,neprihv
visoka,srednja,2,2,srednja,niska,neprihv
visoka,srednja,2,2,srednja,srednja,neprihv
visoka,srednja,2,2,srednja,visoka,neprihv
visoka,srednja,2,2,veliki,niska,neprihv
visoka,srednja,2,2,veliki,srednja,neprihv
visoka,srednja,2,2,veliki,visoka,neprihv
visoka,srednja,2,4,mali,niska,neprihv
visoka,srednja,2,4,mali,srednja,neprihv
visoka,srednja,2,4,mali,visoka,prihv
visoka,srednja,2,4,srednja,niska,neprihv
visoka,srednja,2,4,srednja,srednja,neprihv
visoka,srednja,2,4,srednja,visoka,prihv
visoka,srednja,2,4,veliki,niska,neprihv
visoka,srednja,2,4,veliki,srednja,prihv
visoka,srednja,2,4,veliki,visoka,prihv
visoka,srednja,2,više,mali,niska,neprihv
visoka,srednja,2,više,mali,srednja,neprihv
visoka,srednja,2,više,mali,visoka,neprihv
visoka,srednja,2,više,srednja,niska,neprihv
visoka,srednja,2,više,srednja,srednja,neprihv
visoka,srednja,2,više,srednja,visoka,prihv
visoka,srednja,2,više,veliki,niska,neprihv
visoka,srednja,2,više,veliki,srednja,prihv
visoka,srednja,2,više,veliki,visoka,prihv
visoka,srednja,3,2,mali,niska,neprihv
visoka,srednja,3,2,mali,srednja,neprihv
visoka,srednja,3,2,mali,visoka,neprihv
visoka,srednja,3,2,srednja,niska,neprihv
visoka,srednja,3,2,srednja,srednja,neprihv
visoka,srednja,3,2,srednja,visoka,neprihv
visoka,srednja,3,2,veliki,niska,neprihv
visoka,srednja,3,2,veliki,srednja,neprihv
visoka,srednja,3,2,veliki,visoka,neprihv
visoka,srednja,3,4,mali,niska,neprihv
visoka,srednja,3,4,mali,srednja,neprihv
visoka,srednja,3,4,mali,visoka,prihv
visoka,srednja,3,4,srednja,niska,neprihv
visoka,srednja,3,4,srednja,srednja,neprihv
visoka,srednja,3,4,srednja,visoka,prihv
visoka,srednja,3,4,veliki,niska,neprihv
visoka,srednja,3,4,veliki,srednja,prihv
visoka,srednja,3,4,veliki,visoka,prihv
visoka,srednja,3,više,mali,niska,neprihv
visoka,srednja,3,više,mali,srednja,neprihv
visoka,srednja,3,više,mali,visoka,prihv
visoka,srednja,3,više,srednja,niska,neprihv
visoka,srednja,3,više,srednja,srednja,prihv
visoka,srednja,3,više,srednja,visoka,prihv
visoka,srednja,3,više,veliki,niska,neprihv
visoka,srednja,3,više,veliki,srednja,prihv
visoka,srednja,3,više,veliki,visoka,prihv
visoka,srednja,4,2,mali,niska,neprihv
visoka,srednja,4,2,mali,srednja,neprihv
visoka,srednja,4,2,mali,visoka,neprihv
visoka,srednja,4,2,srednja,niska,neprihv
visoka,srednja,4,2,srednja,srednja,neprihv
visoka,srednja,4,2,srednja,visoka,neprihv
visoka,srednja,4,2,veliki,niska,neprihv
visoka,srednja,4,2,veliki,srednja,neprihv
visoka,srednja,4,2,veliki,visoka,neprihv
visoka,srednja,4,4,mali,niska,neprihv
visoka,srednja,4,4,mali,srednja,neprihv
visoka,srednja,4,4,mali,visoka,prihv
visoka,srednja,4,4,srednja,niska,neprihv
visoka,srednja,4,4,srednja,srednja,prihv
visoka,srednja,4,4,srednja,visoka,prihv
visoka,srednja,4,4,veliki,niska,neprihv
visoka,srednja,4,4,veliki,srednja,prihv
visoka,srednja,4,4,veliki,visoka,prihv
visoka,srednja,4,više,mali,niska,neprihv
visoka,srednja,4,više,mali,srednja,neprihv
visoka,srednja,4,više,mali,visoka,prihv
visoka,srednja,4,više,srednja,niska,neprihv
visoka,srednja,4,više,srednja,srednja,prihv
visoka,srednja,4,više,srednja,visoka,prihv
visoka,srednja,4,više,veliki,niska,neprihv
visoka,srednja,4,više,veliki,srednja,prihv
visoka,srednja,4,više,veliki,visoka,prihv
visoka,srednja,5više,2,mali,niska,neprihv
visoka,srednja,5više,2,mali,srednja,neprihv
visoka,srednja,5više,2,mali,visoka,neprihv
visoka,srednja,5više,2,srednja,niska,neprihv
visoka,srednja,5više,2,srednja,srednja,neprihv
visoka,srednja,5više,2,srednja,visoka,neprihv
visoka,srednja,5više,2,veliki,niska,neprihv
visoka,srednja,5više,2,veliki,srednja,neprihv
visoka,srednja,5više,2,veliki,visoka,neprihv
visoka,srednja,5više,4,mali,niska,neprihv
visoka,srednja,5više,4,mali,srednja,neprihv
visoka,srednja,5više,4,mali,visoka,prihv
visoka,srednja,5više,4,srednja,niska,neprihv
visoka,srednja,5više,4,srednja,srednja,prihv
visoka,srednja,5više,4,srednja,visoka,prihv
visoka,srednja,5više,4,veliki,niska,neprihv
visoka,srednja,5više,4,veliki,srednja,prihv
visoka,srednja,5više,4,veliki,visoka,prihv
visoka,srednja,5više,više,mali,niska,neprihv
visoka,srednja,5više,više,mali,srednja,neprihv
visoka,srednja,5više,više,mali,visoka,prihv
visoka,srednja,5više,više,srednja,niska,neprihv
visoka,srednja,5više,više,srednja,srednja,prihv
visoka,srednja,5više,više,srednja,visoka,prihv
visoka,srednja,5više,više,veliki,niska,neprihv
visoka,srednja,5više,više,veliki,srednja,prihv
visoka,srednja,5više,više,veliki,visoka,prihv
visoka,niska,2,2,mali,niska,neprihv
visoka,niska,2,2,mali,srednja,neprihv
visoka,niska,2,2,mali,visoka,neprihv
visoka,niska,2,2,srednja,niska,neprihv
visoka,niska,2,2,srednja,srednja,neprihv
visoka,niska,2,2,srednja,visoka,neprihv
visoka,niska,2,2,veliki,niska,neprihv
visoka,niska,2,2,veliki,srednja,neprihv
visoka,niska,2,2,veliki,visoka,neprihv
visoka,niska,2,4,mali,niska,neprihv
visoka,niska,2,4,mali,srednja,neprihv
visoka,niska,2,4,mali,visoka,prihv
visoka,niska,2,4,srednja,niska,neprihv
visoka,niska,2,4,srednja,srednja,neprihv
visoka,niska,2,4,srednja,visoka,prihv
visoka,niska,2,4,veliki,niska,neprihv
visoka,niska,2,4,veliki,srednja,prihv
visoka,niska,2,4,veliki,visoka,prihv
visoka,niska,2,više,mali,niska,neprihv
visoka,niska,2,više,mali,srednja,neprihv
visoka,niska,2,više,mali,visoka,neprihv
visoka,niska,2,više,srednja,niska,neprihv
visoka,niska,2,više,srednja,srednja,neprihv
visoka,niska,2,više,srednja,visoka,prihv
visoka,niska,2,više,veliki,niska,neprihv
visoka,niska,2,više,veliki,srednja,prihv
visoka,niska,2,više,veliki,visoka,prihv
visoka,niska,3,2,mali,niska,neprihv
visoka,niska,3,2,mali,srednja,neprihv
visoka,niska,3,2,mali,visoka,neprihv
visoka,niska,3,2,srednja,niska,neprihv
visoka,niska,3,2,srednja,srednja,neprihv
visoka,niska,3,2,srednja,visoka,neprihv
visoka,niska,3,2,veliki,niska,neprihv
visoka,niska,3,2,veliki,srednja,neprihv
visoka,niska,3,2,veliki,visoka,neprihv
visoka,niska,3,4,mali,niska,neprihv
visoka,niska,3,4,mali,srednja,neprihv
visoka,niska,3,4,mali,visoka,prihv
visoka,niska,3,4,srednja,niska,neprihv
visoka,niska,3,4,srednja,srednja,neprihv
visoka,niska,3,4,srednja,visoka,prihv
visoka,niska,3,4,veliki,niska,neprihv
visoka,niska,3,4,veliki,srednja,prihv
visoka,niska,3,4,veliki,visoka,prihv
visoka,niska,3,više,mali,niska,neprihv
visoka,niska,3,više,mali,srednja,neprihv
visoka,niska,3,više,mali,visoka,prihv
visoka,niska,3,više,srednja,niska,neprihv
visoka,niska,3,više,srednja,srednja,prihv
visoka,niska,3,više,srednja,visoka,prihv
visoka,niska,3,više,veliki,niska,neprihv
visoka,niska,3,više,veliki,srednja,prihv
visoka,niska,3,više,veliki,visoka,prihv
visoka,niska,4,2,mali,niska,neprihv
visoka,niska,4,2,mali,srednja,neprihv
visoka,niska,4,2,mali,visoka,neprihv
visoka,niska,4,2,srednja,niska,neprihv
visoka,niska,4,2,srednja,srednja,neprihv
visoka,niska,4,2,srednja,visoka,neprihv
visoka,niska,4,2,veliki,niska,neprihv
visoka,niska,4,2,veliki,srednja,neprihv
visoka,niska,4,2,veliki,visoka,neprihv
visoka,niska,4,4,mali,niska,neprihv
visoka,niska,4,4,mali,srednja,neprihv
visoka,niska,4,4,mali,visoka,prihv
visoka,niska,4,4,srednja,niska,neprihv
visoka,niska,4,4,srednja,srednja,prihv
visoka,niska,4,4,srednja,visoka,prihv
visoka,niska,4,4,veliki,niska,neprihv
visoka,niska,4,4,veliki,srednja,prihv
visoka,niska,4,4,veliki,visoka,prihv
visoka,niska,4,više,mali,niska,neprihv
visoka,niska,4,više,mali,srednja,neprihv
visoka,niska,4,više,mali,visoka,prihv
visoka,niska,4,više,srednja,niska,neprihv
visoka,niska,4,više,srednja,srednja,prihv
visoka,niska,4,više,srednja,visoka,prihv
visoka,niska,4,više,veliki,niska,neprihv
visoka,niska,4,više,veliki,srednja,prihv
visoka,niska,4,više,veliki,visoka,prihv
visoka,niska,5više,2,mali,niska,neprihv
visoka,niska,5više,2,mali,srednja,neprihv
visoka,niska,5više,2,mali,visoka,neprihv
visoka,niska,5više,2,srednja,niska,neprihv
visoka,niska,5više,2,srednja,srednja,neprihv
visoka,niska,5više,2,srednja,visoka,neprihv
visoka,niska,5više,2,veliki,niska,neprihv
visoka,niska,5više,2,veliki,srednja,neprihv
visoka,niska,5više,2,veliki,visoka,neprihv
visoka,niska,5više,4,mali,niska,neprihv
visoka,niska,5više,4,mali,srednja,neprihv
visoka,niska,5više,4,mali,visoka,prihv
visoka,niska,5više,4,srednja,niska,neprihv
visoka,niska,5više,4,srednja,srednja,prihv
visoka,niska,5više,4,srednja,visoka,prihv
visoka,niska,5više,4,veliki,niska,neprihv
visoka,niska,5više,4,veliki,srednja,prihv
visoka,niska,5više,4,veliki,visoka,prihv
visoka,niska,5više,više,mali,niska,neprihv
visoka,niska,5više,više,mali,srednja,neprihv
visoka,niska,5više,više,mali,visoka,prihv
visoka,niska,5više,više,srednja,niska,neprihv
visoka,niska,5više,više,srednja,srednja,prihv
visoka,niska,5više,više,srednja,visoka,prihv
visoka,niska,5više,više,veliki,niska,neprihv
visoka,niska,5više,više,veliki,srednja,prihv
visoka,niska,5više,više,veliki,visoka,prihv
srednja,vvisoka,2,2,mali,niska,neprihv
srednja,vvisoka,2,2,mali,srednja,neprihv
srednja,vvisoka,2,2,mali,visoka,neprihv
srednja,vvisoka,2,2,srednja,niska,neprihv
srednja,vvisoka,2,2,srednja,srednja,neprihv
srednja,vvisoka,2,2,srednja,visoka,neprihv
srednja,vvisoka,2,2,veliki,niska,neprihv
srednja,vvisoka,2,2,veliki,srednja,neprihv
srednja,vvisoka,2,2,veliki,visoka,neprihv
srednja,vvisoka,2,4,mali,niska,neprihv
srednja,vvisoka,2,4,mali,srednja,neprihv
srednja,vvisoka,2,4,mali,visoka,prihv
srednja,vvisoka,2,4,srednja,niska,neprihv
srednja,vvisoka,2,4,srednja,srednja,neprihv
srednja,vvisoka,2,4,srednja,visoka,prihv
srednja,vvisoka,2,4,veliki,niska,neprihv
srednja,vvisoka,2,4,veliki,srednja,prihv
srednja,vvisoka,2,4,veliki,visoka,prihv
srednja,vvisoka,2,više,mali,niska,neprihv
srednja,vvisoka,2,više,mali,srednja,neprihv
srednja,vvisoka,2,više,mali,visoka,neprihv
srednja,vvisoka,2,više,srednja,niska,neprihv
srednja,vvisoka,2,više,srednja,srednja,neprihv
srednja,vvisoka,2,više,srednja,visoka,prihv
srednja,vvisoka,2,više,veliki,niska,neprihv
srednja,vvisoka,2,više,veliki,srednja,prihv
srednja,vvisoka,2,više,veliki,visoka,prihv
srednja,vvisoka,3,2,mali,niska,neprihv
srednja,vvisoka,3,2,mali,srednja,neprihv
srednja,vvisoka,3,2,mali,visoka,neprihv
srednja,vvisoka,3,2,srednja,niska,neprihv
srednja,vvisoka,3,2,srednja,srednja,neprihv
srednja,vvisoka,3,2,srednja,visoka,neprihv
srednja,vvisoka,3,2,veliki,niska,neprihv
srednja,vvisoka,3,2,veliki,srednja,neprihv
srednja,vvisoka,3,2,veliki,visoka,neprihv
srednja,vvisoka,3,4,mali,niska,neprihv
srednja,vvisoka,3,4,mali,srednja,neprihv
srednja,vvisoka,3,4,mali,visoka,prihv
srednja,vvisoka,3,4,srednja,niska,neprihv
srednja,vvisoka,3,4,srednja,srednja,neprihv
srednja,vvisoka,3,4,srednja,visoka,prihv
srednja,vvisoka,3,4,veliki,niska,neprihv
srednja,vvisoka,3,4,veliki,srednja,prihv
srednja,vvisoka,3,4,veliki,visoka,prihv
srednja,vvisoka,3,više,mali,niska,neprihv
srednja,vvisoka,3,više,mali,srednja,neprihv
srednja,vvisoka,3,više,mali,visoka,prihv
srednja,vvisoka,3,više,srednja,niska,neprihv
srednja,vvisoka,3,više,srednja,srednja,prihv
srednja,vvisoka,3,više,srednja,visoka,prihv
srednja,vvisoka,3,više,veliki,niska,neprihv
srednja,vvisoka,3,više,veliki,srednja,prihv
srednja,vvisoka,3,više,veliki,visoka,prihv
srednja,vvisoka,4,2,mali,niska,neprihv
srednja,vvisoka,4,2,mali,srednja,neprihv
srednja,vvisoka,4,2,mali,visoka,neprihv
srednja,vvisoka,4,2,srednja,niska,neprihv
srednja,vvisoka,4,2,srednja,srednja,neprihv
srednja,vvisoka,4,2,srednja,visoka,neprihv
srednja,vvisoka,4,2,veliki,niska,neprihv
srednja,vvisoka,4,2,veliki,srednja,neprihv
srednja,vvisoka,4,2,veliki,visoka,neprihv
srednja,vvisoka,4,4,mali,niska,neprihv
srednja,vvisoka,4,4,mali,srednja,neprihv
srednja,vvisoka,4,4,mali,visoka,prihv
srednja,vvisoka,4,4,srednja,niska,neprihv
srednja,vvisoka,4,4,srednja,srednja,prihv
srednja,vvisoka,4,4,srednja,visoka,prihv
srednja,vvisoka,4,4,veliki,niska,neprihv
srednja,vvisoka,4,4,veliki,srednja,prihv
srednja,vvisoka,4,4,veliki,visoka,prihv
srednja,vvisoka,4,više,mali,niska,neprihv
srednja,vvisoka,4,više,mali,srednja,neprihv
srednja,vvisoka,4,više,mali,visoka,prihv
srednja,vvisoka,4,više,srednja,niska,neprihv
srednja,vvisoka,4,više,srednja,srednja,prihv
srednja,vvisoka,4,više,srednja,visoka,prihv
srednja,vvisoka,4,više,veliki,niska,neprihv
srednja,vvisoka,4,više,veliki,srednja,prihv
srednja,vvisoka,4,više,veliki,visoka,prihv
srednja,vvisoka,5više,2,mali,niska,neprihv
srednja,vvisoka,5više,2,mali,srednja,neprihv
srednja,vvisoka,5više,2,mali,visoka,neprihv
srednja,vvisoka,5više,2,srednja,niska,neprihv
srednja,vvisoka,5više,2,srednja,srednja,neprihv
srednja,vvisoka,5više,2,srednja,visoka,neprihv
srednja,vvisoka,5više,2,veliki,niska,neprihv
srednja,vvisoka,5više,2,veliki,srednja,neprihv
srednja,vvisoka,5više,2,veliki,visoka,neprihv
srednja,vvisoka,5više,4,mali,niska,neprihv
srednja,vvisoka,5više,4,mali,srednja,neprihv
srednja,vvisoka,5više,4,mali,visoka,prihv
srednja,vvisoka,5više,4,srednja,niska,neprihv
srednja,vvisoka,5više,4,srednja,srednja,prihv
srednja,vvisoka,5više,4,srednja,visoka,prihv
srednja,vvisoka,5više,4,veliki,niska,neprihv
srednja,vvisoka,5više,4,veliki,srednja,prihv
srednja,vvisoka,5više,4,veliki,visoka,prihv
srednja,vvisoka,5više,više,mali,niska,neprihv
srednja,vvisoka,5više,više,mali,srednja,neprihv
srednja,vvisoka,5više,više,mali,visoka,prihv
srednja,vvisoka,5više,više,srednja,niska,neprihv
srednja,vvisoka,5više,više,srednja,srednja,prihv
srednja,vvisoka,5više,više,srednja,visoka,prihv
srednja,vvisoka,5više,više,veliki,niska,neprihv
srednja,vvisoka,5više,više,veliki,srednja,prihv
srednja,vvisoka,5više,više,veliki,visoka,prihv
srednja,visoka,2,2,mali,niska,neprihv
srednja,visoka,2,2,mali,srednja,neprihv
srednja,visoka,2,2,mali,visoka,neprihv
srednja,visoka,2,2,srednja,niska,neprihv
srednja,visoka,2,2,srednja,srednja,neprihv
srednja,visoka,2,2,srednja,visoka,neprihv
srednja,visoka,2,2,veliki,niska,neprihv
srednja,visoka,2,2,veliki,srednja,neprihv
srednja,visoka,2,2,veliki,visoka,neprihv
srednja,visoka,2,4,mali,niska,neprihv
srednja,visoka,2,4,mali,srednja,neprihv
srednja,visoka,2,4,mali,visoka,prihv
srednja,visoka,2,4,srednja,niska,neprihv
srednja,visoka,2,4,srednja,srednja,neprihv
srednja,visoka,2,4,srednja,visoka,prihv
srednja,visoka,2,4,veliki,niska,neprihv
srednja,visoka,2,4,veliki,srednja,prihv
srednja,visoka,2,4,veliki,visoka,prihv
srednja,visoka,2,više,mali,niska,neprihv
srednja,visoka,2,više,mali,srednja,neprihv
srednja,visoka,2,više,mali,visoka,neprihv
srednja,visoka,2,više,srednja,niska,neprihv
srednja,visoka,2,više,srednja,srednja,neprihv
srednja,visoka,2,više,srednja,visoka,prihv
srednja,visoka,2,više,veliki,niska,neprihv
srednja,visoka,2,više,veliki,srednja,prihv
srednja,visoka,2,više,veliki,visoka,prihv
srednja,visoka,3,2,mali,niska,neprihv
srednja,visoka,3,2,mali,srednja,neprihv
srednja,visoka,3,2,mali,visoka,neprihv
srednja,visoka,3,2,srednja,niska,neprihv
srednja,visoka,3,2,srednja,srednja,neprihv
srednja,visoka,3,2,srednja,visoka,neprihv
srednja,visoka,3,2,veliki,niska,neprihv
srednja,visoka,3,2,veliki,srednja,neprihv
srednja,visoka,3,2,veliki,visoka,neprihv
srednja,visoka,3,4,mali,niska,neprihv
srednja,visoka,3,4,mali,srednja,neprihv
srednja,visoka,3,4,mali,visoka,prihv
srednja,visoka,3,4,srednja,niska,neprihv
srednja,visoka,3,4,srednja,srednja,neprihv
srednja,visoka,3,4,srednja,visoka,prihv
srednja,visoka,3,4,veliki,niska,neprihv
srednja,visoka,3,4,veliki,srednja,prihv
srednja,visoka,3,4,veliki,visoka,prihv
srednja,visoka,3,više,mali,niska,neprihv
srednja,visoka,3,više,mali,srednja,neprihv
srednja,visoka,3,više,mali,visoka,prihv
srednja,visoka,3,više,srednja,niska,neprihv
srednja,visoka,3,više,srednja,srednja,prihv
srednja,visoka,3,više,srednja,visoka,prihv
srednja,visoka,3,više,veliki,niska,neprihv
srednja,visoka,3,više,veliki,srednja,prihv
srednja,visoka,3,više,veliki,visoka,prihv
srednja,visoka,4,2,mali,niska,neprihv
srednja,visoka,4,2,mali,srednja,neprihv
srednja,visoka,4,2,mali,visoka,neprihv
srednja,visoka,4,2,srednja,niska,neprihv
srednja,visoka,4,2,srednja,srednja,neprihv
srednja,visoka,4,2,srednja,visoka,neprihv
srednja,visoka,4,2,veliki,niska,neprihv
srednja,visoka,4,2,veliki,srednja,neprihv
srednja,visoka,4,2,veliki,visoka,neprihv
srednja,visoka,4,4,mali,niska,neprihv
srednja,visoka,4,4,mali,srednja,neprihv
srednja,visoka,4,4,mali,visoka,prihv
srednja,visoka,4,4,srednja,niska,neprihv
srednja,visoka,4,4,srednja,srednja,prihv
srednja,visoka,4,4,srednja,visoka,prihv
srednja,visoka,4,4,veliki,niska,neprihv
srednja,visoka,4,4,veliki,srednja,prihv
srednja,visoka,4,4,veliki,visoka,prihv
srednja,visoka,4,više,mali,niska,neprihv
srednja,visoka,4,više,mali,srednja,neprihv
srednja,visoka,4,više,mali,visoka,prihv
srednja,visoka,4,više,srednja,niska,neprihv
srednja,visoka,4,više,srednja,srednja,prihv
srednja,visoka,4,više,srednja,visoka,prihv
srednja,visoka,4,više,veliki,niska,neprihv
srednja,visoka,4,više,veliki,srednja,prihv
srednja,visoka,4,više,veliki,visoka,prihv
srednja,visoka,5više,2,mali,niska,neprihv
srednja,visoka,5više,2,mali,srednja,neprihv
srednja,visoka,5više,2,mali,visoka,neprihv
srednja,visoka,5više,2,srednja,niska,neprihv
srednja,visoka,5više,2,srednja,srednja,neprihv
srednja,visoka,5više,2,srednja,visoka,neprihv
srednja,visoka,5više,2,veliki,niska,neprihv
srednja,visoka,5više,2,veliki,srednja,neprihv
srednja,visoka,5više,2,veliki,visoka,neprihv
srednja,visoka,5više,4,mali,niska,neprihv
srednja,visoka,5više,4,mali,srednja,neprihv
srednja,visoka,5više,4,mali,visoka,prihv
srednja,visoka,5više,4,srednja,niska,neprihv
srednja,visoka,5više,4,srednja,srednja,prihv
srednja,visoka,5više,4,srednja,visoka,prihv
srednja,visoka,5više,4,veliki,niska,neprihv
srednja,visoka,5više,4,veliki,srednja,prihv
srednja,visoka,5više,4,veliki,visoka,prihv
srednja,visoka,5više,više,mali,niska,neprihv
srednja,visoka,5više,više,mali,srednja,neprihv
srednja,visoka,5više,više,mali,visoka,prihv
srednja,visoka,5više,više,srednja,niska,neprihv
srednja,visoka,5više,više,srednja,srednja,prihv
srednja,visoka,5više,više,srednja,visoka,prihv
srednja,visoka,5više,više,veliki,niska,neprihv
srednja,visoka,5više,više,veliki,srednja,prihv
srednja,visoka,5više,više,veliki,visoka,prihv
srednja,srednja,2,2,mali,niska,neprihv
srednja,srednja,2,2,mali,srednja,neprihv
srednja,srednja,2,2,mali,visoka,neprihv
srednja,srednja,2,2,srednja,niska,neprihv
srednja,srednja,2,2,srednja,srednja,neprihv
srednja,srednja,2,2,srednja,visoka,neprihv
srednja,srednja,2,2,veliki,niska,neprihv
srednja,srednja,2,2,veliki,srednja,neprihv
srednja,srednja,2,2,veliki,visoka,neprihv
srednja,srednja,2,4,mali,niska,neprihv
